,sex,age,geo_niv_0,geo_niv_1,geo_niv_2,region,icd10_niv_0,icd10_nom_niv_0,icd10_niv_1,icd10_nom_niv_1,icd10_niv_2,icd10_nom_niv_2,icd10_niv_3,maladies,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
6249,T,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,1.92,1.82,2.29,2.21,1.71,2.6,3.0,3.0,2.8,3.7,3.0,3.7,3.8,4.4,4.8,4.7,4.9,5.6,5.0,4.6,4.9,4.7
6250,T,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,1.66,1.44,1.66,1.6,1.61,2.3,2.9,2.4,3.2,2.4,2.9,3.2,3.9,3.7,4.7,4.0,5.2,4.7,4.9,4.4,4.9,3.5
6251,T,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,4.21,2.17,3.8,4.34,3.92,4.2,2.7,5.0,4.7,4.8,3.4,5.9,6.1,6.4,5.3,7.8,6.7,6.0,8.1,9.0,6.1,6.3
6252,T,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,1.92,1.4,1.48,1.63,1.27,1.8,1.7,1.9,2.1,2.2,2.6,2.3,2.9,2.9,2.8,3.0,3.7,4.0,3.6,3.0,3.7,3.5
6253,T,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,1.76,1.84,2.65,2.8,2.37,2.8,2.8,3.1,4.6,3.4,2.3,3.1,5.0,4.0,4.0,4.5,4.3,5.1,5.3,4.5,4.3,5.0
6254,T,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,2.04,1.3,1.71,2.17,1.75,2.3,3.3,2.7,3.4,3.4,3.1,3.5,5.1,4.2,4.5,4.5,4.7,3.9,4.9,4.9,5.8,5.3
6255,T,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,2.41,2.18,2.54,2.53,1.75,2.1,2.6,3.0,2.9,3.1,3.1,3.4,4.4,4.2,4.2,4.3,4.4,4.7,4.2,3.9,3.8,3.4
6256,T,TOTAL,FR,FR8,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,2.13,,1.56,3.14,1.27,2.2,4.2,1.3,4.3,4.7,5.5,3.1,1.4,6.5,2.9,4.1,4.6,6.2,2.3,3.1,2.7,4.3
6257,T,TOTAL,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,: ,,,2.73,4.05,2.7,2.2,3.6,2.2,1.8,2.5,2.3,4.4,1.6,2.8,,,,,,,
6258,T,TOTAL,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,: ,,,4.14,3.59,2.3,4.6,4.0,3.8,3.8,4.3,5.3,5.3,5.4,4.1,,,,,,,
6259,T,TOTAL,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,: ,,,1.24,1.26,1.3,0.9,0.5,,1.0,0.5,2.0,,1.1,2.9,,,,,,,
6260,T,TOTAL,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,L,Maladies de la peau et du tissu cellulaire sous-cutane ,: ,,,0.72,1.2,1.2,2.0,1.4,1.2,1.9,1.3,1.8,1.5,1.1,1.8,,,,,,,
6261,T,TOTAL,FR,FR,FR,France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.34,6.1,6.15,6.04,5.75,5.8,5.9,5.8,5.4,5.6,5.8,5.6,6.3,6.4,6.4,,,,,,,
6262,T,TOTAL,FR,FR1,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,4.36,4.27,4.36,4.08,4.06,4.1,4.2,4.5,3.9,3.8,4.3,3.8,4.2,4.5,4.8,4.8,3.2,3.6,3.2,3.3,3.5,3.5
6263,T,TOTAL,FR,FR2,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.69,6.72,6.57,6.95,7.33,6.6,7.0,5.2,6.1,6.2,7.8,5.3,6.8,6.6,7.4,6.9,4.6,5.9,3.9,3.9,4.4,4.4
6264,T,TOTAL,FR,FR2,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.63,6.37,6.28,6.08,5.16,5.8,6.6,5.9,6.1,6.3,5.5,4.6,5.8,5.8,5.7,5.5,5.1,4.0,4.1,3.6,3.5,3.7
6265,T,TOTAL,FR,FR2,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.48,5.82,7.19,4.76,4.67,5.9,5.7,5.6,5.3,5.6,4.8,5.5,5.9,5.7,5.5,6.0,4.9,4.4,2.8,3.0,3.4,3.4
6266,T,TOTAL,FR,FR2,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.97,7.36,6.1,6.89,5.94,7.1,6.5,6.5,5.7,6.0,6.0,6.4,6.1,7.8,7.8,7.1,5.0,5.5,5.5,5.3,5.1,4.4
6267,T,TOTAL,FR,FR2,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.96,6.22,6.43,7.44,5.62,6.8,5.7,5.9,6.6,5.1,4.9,6.1,6.0,5.3,5.9,6.2,5.0,5.0,3.9,4.0,4.5,4.1
6268,T,TOTAL,FR,FR2,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,9.44,7.85,9.52,7.5,7.49,8.7,8.0,8.0,6.9,7.8,7.4,8.4,7.8,8.4,8.3,9.8,7.7,6.6,5.9,6.3,5.9,5.8
6269,T,TOTAL,FR,FR3,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.38,6.43,6.63,6.39,5.91,6.3,5.7,6.0,5.4,5.4,5.1,5.7,6.0,6.6,5.5,5.6,4.8,4.7,3.7,4.2,4.2,4.1
6270,T,TOTAL,FR,FR4,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.19,5.85,5.92,6.56,6.34,6.2,6.0,5.5,5.5,4.8,5.5,5.8,5.8,5.6,5.2,5.3,4.6,4.7,4.4,4.4,4.2,4.4
6271,T,TOTAL,FR,FR4,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.21,5.38,6.05,5.26,4.74,5.0,6.5,5.1,5.3,6.3,4.9,5.4,5.9,6.2,6.6,6.5,4.7,5.0,3.1,3.8,3.6,4.3
6272,T,TOTAL,FR,FR4,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.8,6.11,7.64,8.24,5.87,5.5,6.1,5.5,5.7,6.4,6.7,5.8,7.2,7.4,5.8,6.0,6.2,3.6,4.5,5.1,4.5,4.3
6273,T,TOTAL,FR,FR5,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.24,5.91,6.48,6.28,5.34,5.1,5.6,6.0,5.5,5.2,5.2,5.6,6.5,7.1,5.7,5.2,4.7,4.6,5.0,4.9,5.1,4.6
6274,T,TOTAL,FR,FR5,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.72,6.42,6.77,7.05,6.82,6.5,7.5,6.3,5.2,7.1,6.3,6.7,8.2,7.5,8.4,8.3,6.2,6.0,5.7,5.4,5.7,5.4
6275,T,TOTAL,FR,FR5,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,8.03,7.11,7.14,7.78,6.4,5.9,8.2,6.8,6.2,6.0,6.1,6.9,9.0,6.2,7.1,7.5,4.9,5.0,4.8,5.5,5.9,4.3
6276,T,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.15,6.88,7.1,6.25,5.66,6.3,5.5,6.4,5.9,5.9,5.7,5.3,5.9,7.0,5.9,7.0,4.5,4.7,4.1,4.7,4.1,4.5
6277,T,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.64,6.32,5.28,6.81,6.93,6.3,6.2,5.8,4.9,5.8,6.9,6.7,7.0,7.2,7.4,7.3,5.4,6.1,5.5,4.3,4.4,4.9
6278,T,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,11,9.1,7.47,11.11,10.27,9.8,8.8,8.0,9.3,7.8,7.4,8.4,10.1,10.0,9.3,9.8,9.0,8.0,6.0,4.9,8.0,8.1
6279,T,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.97,6.43,6.48,6.47,6.32,5.7,6.2,5.8,5.8,5.7,6.8,6.6,6.4,6.5,7.6,6.7,5.6,4.9,5.1,5.1,5.4,5.2
6280,T,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,9.89,9.25,8.47,7.89,7.47,7.6,7.5,8.0,7.5,9.9,7.4,7.6,8.9,8.4,9.9,9.1,7.5,5.6,5.4,6.2,5.5,5.9
6281,T,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.27,6.17,6.96,6.78,7.26,6.1,6.7,7.0,6.5,6.5,7.2,6.1,6.9,8.9,7.3,8.0,7.2,6.0,4.6,5.4,5.0,5.2
6282,T,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.86,7.12,7.1,6.8,6.35,6.2,6.1,6.6,6.0,6.3,7.1,6.2,7.9,7.2,7.3,7.3,5.9,5.2,5.2,4.7,4.9,4.7
6283,T,TOTAL,FR,FR8,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.17,6.15,11.2,6.92,4.44,7.7,6.5,7.2,5.0,8.8,3.8,7.3,7.5,6.5,5.9,7.1,4.6,7.3,4.2,4.2,4.3,5.4
6284,T,TOTAL,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,: ,,,2.73,2.25,4.4,2.9,2.7,4.0,1.6,2.7,3.2,3.0,1.4,2.1,,,,,,,
6285,T,TOTAL,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,: ,,,3.62,5.12,3.8,4.6,4.3,4.5,3.3,3.8,2.5,2.0,2.6,2.1,,,,,,,
6286,T,TOTAL,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,: ,,,1.65,2.1,1.3,1.3,1.8,0.5,1.9,2.0,0.5,2.1,1.7,1.7,,,,,,,
6287,T,TOTAL,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M,Maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,: ,,,3.59,2.89,2.9,3.1,3.1,2.2,2.4,2.6,3.0,2.5,2.1,1.6,,,,,,,
6288,T,TOTAL,FR,FR,FR,France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.5,5.23,5.24,5.11,4.89,4.9,5.0,4.8,4.4,4.7,4.7,4.6,5.1,5.2,5.2,,,,,,,
6289,T,TOTAL,FR,FR1,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,3.71,3.76,3.72,3.52,3.49,3.5,3.6,4.0,3.2,3.2,3.5,3.3,3.7,3.8,4.2,4.1,2.7,2.9,2.6,2.9,3.0,2.9
6290,T,TOTAL,FR,FR2,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.94,5.9,5.38,5.38,6.28,5.8,6.0,4.6,4.9,5.2,6.8,4.6,5.8,5.8,6.1,5.9,3.9,5.1,2.9,2.9,3.5,4.0
6291,T,TOTAL,FR,FR2,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.17,5.54,5.35,5.51,4.63,5.3,5.3,4.7,5.0,5.4,4.5,3.8,4.7,4.8,4.3,4.3,4.0,3.2,3.3,2.8,2.8,2.7
6292,T,TOTAL,FR,FR2,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,4.89,4.96,6.05,4.11,3.85,4.8,5.2,4.5,4.2,4.5,3.8,4.2,4.9,4.3,4.2,4.5,3.8,3.3,2.0,2.5,2.9,2.7
6293,T,TOTAL,FR,FR2,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.04,6.16,5.44,5.84,4.8,6.2,5.5,5.1,4.7,4.9,4.9,5.2,4.9,6.7,6.4,6.0,4.1,4.1,4.4,4.2,4.1,3.0
6294,T,TOTAL,FR,FR2,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.02,5.41,5.62,6.16,5.01,5.2,4.3,4.4,5.3,3.8,4.0,4.7,5.1,4.2,4.9,5.2,4.0,3.8,2.9,3.0,3.5,2.7
6295,T,TOTAL,FR,FR2,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,8.41,6.76,8.05,6.34,6.15,7.6,6.7,7.1,5.3,6.4,5.9,6.8,6.4,6.8,6.6,8.2,6.2,5.1,4.3,5.1,4.3,4.5
6296,T,TOTAL,FR,FR3,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.6,5.74,5.62,5.4,5.04,5.2,4.9,5.0,4.4,4.7,3.9,4.6,4.6,5.3,4.3,4.6,3.6,3.8,2.8,3.3,3.3,3.1
6297,T,TOTAL,FR,FR4,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.03,4.96,5.2,5.32,5.28,4.8,5.0,4.6,4.5,3.7,4.2,4.9,4.3,4.2,4.1,3.7,3.1,3.5,3.4,3.3,3.0,3.4
6298,T,TOTAL,FR,FR4,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.15,4.53,5.04,4.19,3.61,4.1,5.0,4.0,4.0,5.2,4.0,4.1,4.4,4.8,5.2,4.9,3.5,3.6,2.2,2.5,2.4,3.5
6299,T,TOTAL,FR,FR4,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.95,5.34,6.54,7.48,4.85,4.9,4.4,4.4,4.4,5.2,5.1,4.6,6.0,6.1,4.6,4.8,4.6,2.9,3.2,3.5,3.1,3.3
6300,T,TOTAL,FR,FR5,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.36,5.1,5.22,5.46,4.62,4.3,4.8,4.7,4.4,4.2,4.2,4.6,5.2,5.7,4.5,4.2,3.8,3.5,4.1,4.0,4.1,3.7
6301,T,TOTAL,FR,FR5,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.75,5.33,5.85,6.01,5.76,5.5,6.0,5.1,4.3,5.7,5.2,5.5,6.8,5.5,6.8,6.8,4.5,4.6,4.5,4.6,4.3,3.9
6302,T,TOTAL,FR,FR5,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.92,5.78,6.08,6.55,5.84,5.1,7.0,5.9,5.3,5.0,5.4,5.5,7.2,5.4,5.6,6.0,4.3,4.1,4.1,3.9,4.9,3.9
6303,T,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.32,5.87,5.87,5.31,4.89,5.6,4.7,5.2,5.1,5.0,4.6,4.5,5.0,5.7,4.7,5.7,3.5,4.0,3.1,3.7,3.3,3.6
6304,T,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,4.81,5.35,4.4,5.48,5.73,5.4,4.8,4.9,3.7,4.8,5.7,5.6,5.2,5.9,5.8,5.9,4.3,5.0,4.4,3.4,3.6,3.9
6305,T,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,9.51,7.74,6.92,9.76,8.65,8.1,7.5,6.2,6.9,6.5,6.3,6.6,8.6,7.8,7.5,8.4,6.2,6.3,4.8,4.5,7.1,6.5
6306,T,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.13,5.4,5.39,5.32,5.31,4.8,5.2,4.9,4.5,4.9,5.5,5.4,5.2,5.2,5.9,5.5,4.5,4.0,4.1,4.2,4.3,4.2
6307,T,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,8.57,7.56,7.73,6.71,6.21,6.0,6.2,6.2,5.7,8.1,5.5,6.2,7.2,6.3,7.6,6.8,5.2,4.4,4.4,5.1,4.1,5.0
6308,T,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.16,5.56,5.83,5.6,5.96,5.4,6.0,5.9,5.8,5.5,6.2,5.0,5.8,7.4,5.8,6.5,5.7,4.8,3.7,4.4,4.0,4.0
6309,T,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.14,6.11,6.31,5.87,5.77,5.3,5.5,5.4,5.3,5.5,6.1,5.2,6.5,6.1,6.3,6.1,5.1,4.4,4.3,4.0,4.0,3.9
