;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_niv_1;icd10_niv_2;icd10_niv_3;maladies;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
143261;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;K;K70_K73_K74;Maladie chronique du foie;: ;: ;: ;4.5;12.24;9.9;8.2;9.8;9.2;13;14.6;10.8;6;9.3;14.2;: ;: ;: ;: ;: ;: ;:
143262;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;K;K70_K73_K74;Maladie chronique du foie;: ;: ;: ;9.1;10.12;7;5.3;6.4;8.4;3.9;5;1;4.2;8.9;2.3;: ;: ;: ;: ;: ;: ;:
143263;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;K;K70_K73_K74;Maladie chronique du foie;: ;: ;: ;12.6;14.66;15;12.6;13.7;14.9;20.4;19.6;20.1;21.2;16.5;14.2;: ;: ;: ;: ;: ;: ;:
143500;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);15.21;14.11;13.74;14.58;14.28;15.1;14.5;15.5;14.5;14.4;14.5;14.3;15;14.3;15.5;14.5;15.3;14.6;15.5;15.6;15.5;15.6
143501;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);23.61;28.97;25.63;22.85;24.56;25.7;28.7;27.8;25;22.7;24.2;23.4;26.6;24.1;21.1;23;22.1;22.8;22.1;28;24.3;26.1
143502;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);26.49;23.22;23.29;23.63;25.05;23.9;25.9;23.3;22.6;24.2;24.4;24.7;23.3;21.9;22.1;16.8;21.3;24.4;22.7;25.3;24.8;19.4
143503;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);25.31;24.61;24.93;20.16;23.58;25.4;26;23.9;20.7;22;22.9;22.5;25.1;21;22.7;17.5;20.5;21.5;20.9;23.9;20.6;21.8
143504;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);22.56;23.88;24.64;24.15;22.68;24.9;26.9;26.5;22.9;27.1;24.6;22.9;26.9;26.3;22.5;22.2;24.1;26.4;25.5;24.5;26.5;24.4
143505;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);23.69;29.42;24.44;26.68;23.77;24.9;25.1;24.6;25;20.4;21.7;21.2;23.6;20;26.4;20.2;20.4;25;18.8;21.4;22;19.3
143506;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);29.65;26.5;29.19;27.29;31.55;25.2;32.1;31.1;26.8;26;27.6;27.7;28.4;28.4;27.7;25.9;31.3;27;29;30.4;28.5;27.8
143507;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);23.32;24.95;24.63;24.31;22.16;25.4;23.8;26.2;23.4;23.8;24.2;23;23.3;22.8;23.5;22.9;23.4;24.2;23.9;23.9;23;22.5
143508;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);24.02;23.1;21.83;22.51;22.85;25;21.4;22.9;21.9;23.7;23.3;20.7;23.1;18.8;20.9;19.6;19.4;22.1;22.9;22.9;19.6;22
143509;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);21.78;19.1;18.32;18.26;18.64;19.3;19.3;18.7;17.7;19.8;17.7;18.3;18.1;16;17.5;16.5;15.6;19.8;18.1;21;20.1;19.6
143510;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);23.13;24.69;20.73;22.66;21.65;23.7;24.8;22.3;19.8;23.2;20;17.8;23.8;19.9;21.4;21;24;23.5;17.5;23.5;23.9;26.7
143511;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);22;22.77;21.11;20.82;21.57;20.7;21.2;22.5;21.1;20.3;21.6;19.8;21.4;21.2;20.9;20;21.8;21.3;24;20.2;19.9;20.5
143512;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);25.83;25.91;25.2;23.77;25.63;25.6;26.6;26.8;26;26.5;24.8;26.7;23.4;24.2;25.4;25.6;25.1;25.9;26.5;25.8;29.1;23.3
143513;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);28.24;28.8;29.14;27.85;26.55;28.4;28.9;24.7;31.6;32.1;28.6;25.9;27.9;31.2;31.9;24.3;29.3;26.1;33.6;27;29.6;29.9
143514;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);26.78;22.19;25.2;23.57;24.09;25.7;24.4;25.2;29.1;29.3;27.3;24.5;28.8;25.6;25.8;24.7;29.9;28.9;26.2;26.9;29.4;27.9
143515;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);23.01;24.51;23.66;22.22;25.7;24.1;23.7;24.9;24.8;22.8;25.7;25;26.1;25.2;27.2;26.3;25.5;29;29.8;26.5;30.3;28.7
143516;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);37.75;32.11;36.33;44.69;36.45;33.2;31.8;39.7;36.2;31.6;32.1;30.8;31.5;42.8;30.3;39.7;34.3;35.8;38.6;38.2;38.2;33.7
143517;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);19.93;18.72;19.55;20.27;18.57;20.7;18.9;19.4;18;17.9;18.2;19.4;19.8;19.3;19.6;18.6;20.5;18.5;19.2;20.2;21.7;20.6
143518;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);33.08;29.99;29.02;28.63;31.9;35.7;36.2;35.9;32.7;30.1;28.3;32.6;31.8;30.9;26;30.6;31;35.8;31;34.1;33.1;35.1
143519;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);25.71;27.25;27.94;26.18;25.46;28.6;26.9;26.7;23.9;27.3;28.5;29.6;28.3;25.5;28.3;29.5;29.2;29.6;32.6;28.4;27.7;29
143520;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);24.97;23.39;24.77;23.76;24.24;25.8;24.8;24;25.2;24.7;24.4;23.5;26.6;23.7;24;24.2;25.6;27.3;24.9;26.5;24;25.3
143521;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);19.38;24.6;22.24;27.62;18.13;15.1;21.9;24.9;17.7;27;24;20.8;20.5;33.4;23.4;28.4;30.5;20.5;21.3;28.4;31.5;26
143522;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);: ;: ;: ;17.64;19.32;21.9;14.3;19.5;23.8;19.5;16.7;21.7;17.9;22.4;19.5;: ;: ;: ;: ;: ;: ;:
143523;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);: ;: ;: ;18.55;14.46;20.9;23.5;16.8;23.8;24.8;18.9;18.4;23.4;19.6;19.7;: ;: ;: ;: ;: ;: ;:
143524;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);: ;: ;: ;9.1;10.12;11.3;10.7;15.5;8.4;8.7;6;7.2;5.3;3.3;8.1;: ;: ;: ;: ;: ;: ;:
143525;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;K;K_OTH;Autres maladies de l'appareil digestif (partie restante de K00-K93);: ;: ;: ;14.33;16.65;15.3;16.9;15.2;17;14.4;17.7;14.2;15.5;13.2;16.4;: ;: ;: ;: ;: ;: ;:
144372;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);2.96;3.23;3.11;2.99;2.74;2.6;2.7;3;2.6;2.4;2.6;2.4;2.7;3;3.2;2.6;1.7;2.4;1.7;1.8;1.7;2.1
144373;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);6.29;4.6;6.75;4.45;5.83;4.9;5.4;4;2.9;4.4;5.8;3.1;5.2;4.9;3.5;4.3;3.3;4.3;2.3;2.9;2.9;3.5
144374;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);4.03;4.35;3.83;4.9;3.73;4.6;3.2;5.1;4;4.3;3.4;2.8;3.3;3.5;4.1;4.3;2.4;2.2;2.4;1.9;2.4;2.5
144375;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);3.66;4.79;5.03;2.91;2.92;3.2;4.4;4;3;3.3;3.4;3.2;3.6;3.9;3.8;3.6;3;2.3;1.4;1.9;1.9;2.1
144376;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);6.3;6.31;4.72;4.49;4.66;5.3;4.9;4.8;2.9;3.9;3.6;4.8;2.5;4.7;5.2;3.9;2.6;4.1;3.1;3.9;3;2
144377;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);4.74;4.88;5.45;6.15;4.75;4.3;3.8;2.4;4.1;2.3;3.6;3.8;3.9;3.4;3.6;4;3.6;2.7;1.9;2;2.3;1.5
144378;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);7.66;5.4;6.67;5.28;4.9;5.4;6.2;6.2;4.2;5.3;5.1;5.3;4.1;4.5;4;5;5.2;4.3;2.8;4.2;2.9;2.9
144379;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);4.64;4.67;4.59;4.39;3.28;3.9;3.6;3.6;3.2;3.5;3.1;3.8;3.4;3.6;3.7;3.1;2.5;2.6;1.8;2.3;2.7;1.8
144380;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);5.26;4.73;4.54;4.01;5.15;3.5;4.3;3.2;3.1;2.6;3.5;3.2;3.2;3.1;4.1;3;2.5;2.3;2.6;2.6;2;3
144381;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);4.57;3.49;4.72;3.19;2.76;2.2;4.7;3.7;2.5;3.6;2.7;3;3.6;2.5;2.8;2.8;2.8;2.1;1.6;1.7;1.2;2.8
144382;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);4.83;4.49;5.01;6.4;2.77;5;3.8;3.3;2.8;3.5;4.3;3.4;4.5;4.5;3.8;4.2;3.3;2;2.2;2.4;1.5;2.4
144383;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);5;3.77;4.41;5.18;3.58;3.1;4.4;4.3;3.1;2.7;3.2;3.8;4.2;4.4;3;3.3;3.5;2.2;3.1;2.6;3.7;3.3
144384;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);4.79;4.32;4.85;5.39;4.21;4.4;4.7;3.1;3.2;4.7;3.7;4.4;4;4.8;5.6;5.4;3.7;3.6;3.9;3;3.5;2.8
144385;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);6.06;4.93;5.53;6.13;4.87;4.4;5.4;6;4.4;3.7;4.4;4.1;5.4;4.8;4.8;5.3;3.1;3;2.8;3.4;3.9;2.7
144386;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);5.64;5.32;5.57;5.36;4.83;5.6;4;4.9;3.4;4.5;3.4;3.5;3.7;4.8;3.6;3.9;3.2;3;3.4;2.7;2;2.8
144387;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);4.56;5.49;3.68;4.61;3.66;3.3;3.7;4;2.4;3.4;4.1;5.1;3.4;4.6;4.8;3.8;3.2;3.5;3.3;2.5;3.4;2.7
144388;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);8.17;7.89;4.79;9.28;5.89;6.7;7.5;3.6;6.7;5.1;4.3;4.6;5.7;8;6.9;6.4;5.8;7;3.2;3.5;6.1;4.9
144389;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);4.36;4.49;4.12;4.29;4.36;3.6;4;3.4;3.5;3.8;4.2;4;4.4;3.2;4.3;3.4;3.1;2.7;2.9;2.7;2.4;2.6
144390;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);8.01;7.12;6.23;6.24;5.65;5.7;3.7;4;4.3;7.4;3.4;4.5;5.4;4.7;7;6.1;4.6;2.8;3.8;3.3;4.9;3.3
144391;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);5.01;5.65;4.56;4.22;5.2;4.9;6.5;5.5;3.9;3.9;5.4;3.5;4.3;5.5;4.7;5.6;4.7;3.4;2.6;3.3;3.6;3.1
144392;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);5.04;5.23;5.22;4.27;4.54;4.6;3.7;4.5;3.9;4.2;4.4;4.3;5.3;4.1;6.1;4.3;4;3.4;3.1;2.8;3;2.3
144393;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);1.88;4.42;6.35;3.21;1.94;2.6;2.7;2.7;3.4;4.8;2.8;5;3.7;4.5;2.3;3.1;1.6;3.9;3.2;3.9;3.1;3.9
144394;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);: ;: ;: ;0.98;2.42;3.3;3.3;1.9;2.9;: ;2.4;2.4;2.4;1.5;2.9;: ;: ;: ;: ;: ;: ;:
144395;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);: ;: ;: ;2.25;5.01;3.3;4.4;2.7;1.6;3.2;5.9;2.2;1.6;1.6;1.6;: ;: ;: ;: ;: ;: ;:
144396;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;M;M_OTH;Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif (partie restante de M00-M99);: ;: ;: ;1.98;3.23;1.5;2.8;2.5;2.6;1.8;1.6;3.2;1.6;1.4;1.4;: ;: ;: ;: ;: ;: ;:
144986;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;6.46;5.92;6.72;6.42;7.06;8;8.1;7.7;6.8;7.2;6.5;6.5;7.2;7.8;6.4;6.4;6.6;6.6;6.1;6.3;7;6.9
144987;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;11.8;9.66;12.74;9.66;11.51;13.5;12.6;14.7;10.3;9.8;9.4;11.2;10.9;9.8;11;11.7;10.2;8.7;10.3;8.3;9.2;6.6
144988;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;15.79;12.51;13.5;13.73;11.09;12.5;13;14.1;12.3;12.1;13.2;10.3;10.8;10.1;9.5;9.5;10.2;8.9;10.3;10.9;9.9;6.6
144989;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;11.21;7.57;10.4;10.19;9.1;14.3;12.2;12.2;8.5;11;9.8;9.2;10.9;8;9.7;7.7;9.9;8;9.6;10.2;9;8.7
144990;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;14.03;12.46;12;13.8;12.55;13.6;12.9;12.7;12.1;12.8;13.9;13.6;11.9;11.4;11;10.7;11.6;10.6;11.6;10.2;10.1;10.9
144991;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;11.57;10.18;10.33;12.15;9.51;14;12.1;14.9;13.4;10.1;12.4;11.4;13.4;12.5;9;10.8;11.8;6.9;10.7;9;11.2;8.6
144992;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;14.82;12.94;13.59;13.83;13.83;15.3;14.8;13;14;14.3;13.3;13.2;12;14.8;11;11.5;11.2;9.8;10.4;12;12.1;12.2
144993;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;12.47;12.78;11.02;11.8;11.67;14.4;13.6;14.3;12.8;12.2;11.4;11.6;11.7;11.5;9.3;9;9.5;9.5;10.2;9.3;8.1;9.6
144994;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;13.06;12.69;12.13;10.82;12.65;12.6;11.8;8.9;11.6;11.1;10.3;11.2;10.1;11.4;7.9;9.4;9;10.2;9.8;7.1;7.4;7
144995;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;8.49;9.39;9.88;9.57;7.94;8.4;10.7;11.1;7.2;8.8;8.7;6.9;7.1;6.5;7;6.4;5.4;7;6.2;7.9;8.8;5.8
144996;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;12.77;12.6;10.89;7.96;10.22;10;11.6;8.7;12.6;9.7;12.6;10.5;11.1;11.7;9.7;9.8;7.4;5.8;8.4;6.9;8.6;8.8
144997;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;11.49;9.97;10.55;9.85;9.36;11.6;12.4;11.5;9.9;8.6;9.9;10.1;9.4;9.3;8.6;8.9;8.5;7.9;8.4;8.2;8.4;6.6
144998;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;10.52;7.64;9.51;10.58;8.35;11.2;9.8;11.5;9.5;10;9.6;9.9;9.5;8.1;7.8;7.3;8.9;8.3;6.4;8.8;9;8.1
144999;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;13.95;11.13;13.71;11.44;12.18;15;13.6;12.6;14.3;12.2;14.5;12.1;13;11;13.2;12;11.1;10.8;9.9;11.2;11.1;10.5
145000;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;12.2;10.94;11.26;11.6;11;11.3;14.1;12.4;11.6;10.7;10.5;11;11.6;11.7;11.2;12.2;11.9;9.5;12.5;10.3;11.2;11
145001;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;12.05;11.95;10.75;12.3;9.93;14;12.2;12.3;11.6;12.7;12.1;12.4;13.5;13;11.8;11.2;12.7;13.5;13.1;14.1;12.2;13.4
145002;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;15.21;18.03;14.93;11.24;18.51;15.1;16.5;15.4;11.2;18.6;14.5;13.7;12.6;14.9;15.6;10.4;11.9;11.9;15.1;13.9;10.4;13.6
145003;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;9.72;9.01;9.42;9.93;7.87;10.7;9.8;10.1;8.8;9.3;9.3;9.2;9.5;8.8;8.9;7.1;8.6;7.9;7;8.4;8.1;8
145004;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;14.2;12.27;14.28;13.7;14.04;13.8;16.7;13.4;14.8;14.8;13.5;10.4;12.6;15.3;12.2;11.4;11.6;14.8;15.4;13.8;13.5;14.9
145005;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;13.9;14.98;13.44;13.82;12.26;17.2;16;15;14.4;15.3;13.4;13.4;14.2;13.7;12.8;14.5;14;13.6;12.7;12.9;15.8;15.7
145006;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;13.82;13.18;13.31;11.92;12.27;13.9;14.5;14.1;12.4;13;14.6;13.2;12.5;12.9;12.7;14.3;12.8;12;11.7;12.6;12.8;13
145007;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;12.5;10.72;10.8;13.49;13.6;15.7;17.3;6.7;8.9;13.2;13.4;15.1;15.3;11.9;9.8;13.8;14.9;7.1;8.7;15.8;17.3;5.5
145008;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;: ;: ;: ;11.27;12.56;12.9;7.1;10.5;11.4;14.3;8.1;7.2;6.8;6.3;6.8;: ;: ;: ;: ;: ;: ;:
145009;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;: ;: ;: ;4.5;8.9;11;12;9.8;10.8;7;13.5;11.9;9.2;10.4;10.9;: ;: ;: ;: ;: ;: ;:
145010;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;: ;: ;: ;3.31;4.21;5.2;8;4.5;9.3;1;3;1;8.5;5.5;3.5;: ;: ;: ;: ;: ;: ;:
145011;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;N;N00-N29;Maladies du rein et de l'uretere;: ;: ;: ;6.18;6.21;7;7.6;9.1;5.7;6.8;7.9;9.1;6.8;8;5.8;: ;: ;: ;: ;: ;: ;:
