,sex,age,geo_niv_0,geo_niv_1,nom_geo_niv_1,geo_niv_2,region,icd10_niv_0,icd10_nom_niv_1,icd10_niv_1,icd10_nom_niv_1.1,icd10_niv_2,icd10_nom_niv_2,icd10_niv_3,maladies,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
1527,M,TOTAL,,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I60-I69,Maladies cerebrovasculaires,,,,59.78,65.21,58.1,57.6,61.4,54.7,68.2,79.4,70.8,67.3,66.6,72.8,,,,,,,
1528,M,TOTAL,,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I60-I69,Maladies cerebrovasculaires,,,,41.04,67.32,65.6,68.3,68.5,62.8,64.8,58.8,87.8,92.9,87.8,71.7,,,,,,,
1529,M,TOTAL,,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I60-I69,Maladies cerebrovasculaires,,,,19.02,24.44,25.2,19.6,28.2,24.3,22.2,25.8,32.7,46.7,39.9,31.2,,,,,,,
1530,M,TOTAL,,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I60-I69,Maladies cerebrovasculaires,,,,37.31,39.52,41.0,46.6,38.3,45.8,46.0,56.4,49.5,52.9,57.1,46.7,,,,,,,
1531,M,TOTAL,FR,FR1,ile de France,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,19.95,20.09,20.62,20.59,19.58,23.2,22.6,23.8,22.6,23.1,24.8,25.1,28.4,25.8,26.4,27.7,29.8,29.1,28.0,29.7,29.8,29.6
1532,M,TOTAL,FR,FR2,Bassin Parisien ,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,40.63,35.56,39.28,41.87,38.22,41.2,44.7,47.7,46.2,47.7,41.5,42.7,48.3,49.5,48.5,53.8,53.6,49.2,50.9,50.7,47.6,47.4
1533,M,TOTAL,FR,FR2,Bassin Parisien ,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,37.3,32.76,34.13,38.22,35.18,38.4,38.9,42.8,44.3,41.4,39.8,37.5,45.5,46.1,45.0,48.0,48.2,45.2,43.6,42.8,50.0,46.4
1534,M,TOTAL,FR,FR2,Bassin Parisien ,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,38.08,35.53,37.12,33.48,33.92,33.2,43.5,42.5,42.4,41.5,39.9,41.3,36.0,41.5,41.1,45.1,40.9,43.3,41.8,42.5,37.9,37.5
1535,M,TOTAL,FR,FR2,Bassin Parisien ,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,40.02,38.73,37.53,35.14,37.96,41.1,44.2,46.3,43.9,44.1,43.9,46.1,50.0,47.4,51.4,49.4,50.8,50.6,46.5,51.9,45.3,46.5
1536,M,TOTAL,FR,FR2,Bassin Parisien ,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,35.81,38.06,38.54,39.96,38.86,41.6,42.5,38.8,42.2,40.6,46.5,40.9,43.9,42.2,43.8,48.0,46.6,47.6,47.8,41.7,43.6,42.6
1537,M,TOTAL,FR,FR2,Bassin Parisien ,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,48.11,41.19,41.9,44.27,43.87,50.4,50.7,53.5,49.6,54.1,50.5,53.2,56.4,57.7,61.4,52.2,56.5,54.8,56.3,61.2,63.1,57.0
1538,M,TOTAL,FR,FR3,Nord - Pas-de-Calais ,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,35.68,32.61,32.44,35.85,33.01,37.9,40.5,39.4,39.0,41.1,43.1,40.9,43.9,46.0,43.2,44.9,48.5,47.0,45.4,48.5,46.4,43.6
1539,M,TOTAL,FR,FR4,Est  ,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,36.82,37.28,35.09,37.0,40.03,39.5,42.6,39.0,42.6,42.6,44.6,45.2,45.5,43.8,46.3,50.6,46.7,52.0,49.4,51.3,43.1,45.8
1540,M,TOTAL,FR,FR4,Est  ,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,32.45,33.84,33.36,33.22,31.1,37.1,34.3,34.6,36.1,39.9,38.4,41.7,42.8,40.8,37.7,43.9,44.4,44.9,38.8,41.4,44.2,40.7
1541,M,TOTAL,FR,FR4,Est  ,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,38.66,35.39,35.77,35.12,34.81,40.0,41.5,40.6,39.7,48.1,45.5,42.4,43.6,47.4,48.4,43.6,47.0,45.1,47.0,47.0,47.6,44.1
1542,M,TOTAL,FR,FR5,Ouest  ,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,33.33,32.3,33.67,32.47,30.19,34.0,36.6,39.2,37.9,35.2,36.1,36.2,37.4,37.8,42.7,41.0,42.8,42.5,39.6,38.5,40.7,43.0
1543,M,TOTAL,FR,FR5,Ouest  ,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,35.79,35.49,37.99,39.04,35.58,39.8,38.6,39.5,40.7,42.6,44.2,44.4,44.2,46.2,49.3,46.5,51.1,49.8,48.2,49.2,47.4,47.3
1544,M,TOTAL,FR,FR5,Ouest  ,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,40.24,42.45,41.0,42.3,40.82,45.3,46.0,48.0,48.0,49.9,46.0,51.6,47.1,51.3,50.4,51.1,56.2,56.7,55.5,53.4,48.4,54.1
1545,M,TOTAL,FR,FR6,Sud-Ouest  ,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,36.47,36.97,39.96,36.93,39.16,43.6,42.1,46.8,45.3,46.6,45.9,46.8,53.1,55.6,52.6,54.6,54.8,58.0,55.5,57.1,54.5,54.4
1546,M,TOTAL,FR,FR6,Sud-Ouest  ,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,36.02,36.25,35.18,35.85,38.24,40.7,44.0,44.0,48.4,47.8,50.9,46.3,52.9,53.3,53.7,56.8,53.6,56.5,57.8,55.8,55.4,57.0
1547,M,TOTAL,FR,FR6,Sud-Ouest  ,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,43.39,46.48,51.25,49.75,58.32,65.8,58.4,61.6,67.4,55.4,59.6,57.6,73.6,70.1,65.8,66.9,72.1,75.6,70.2,73.9,74.0,67.2
1548,M,TOTAL,FR,FR7,Centre-Est  ,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,31.47,27.77,30.54,29.87,27.31,33.1,33.4,35.4,33.3,35.9,35.2,35.6,39.3,39.5,40.4,37.3,39.9,39.1,40.6,41.8,39.8,39.4
1549,M,TOTAL,FR,FR7,Centre-Est  ,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,46.68,43.01,47.09,47.35,49.29,53.3,50.7,58.8,56.9,58.9,58.1,62.3,64.0,66.2,63.8,70.7,71.5,67.0,69.0,68.6,71.4,68.1
1550,M,TOTAL,FR,FR8,Mediterranee ,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,38.34,33.2,38.19,37.54,40.67,46.9,42.6,42.2,44.1,45.5,45.1,49.1,51.3,49.8,53.2,54.7,59.0,51.7,57.3,57.0,53.5,51.7
1551,M,TOTAL,FR,FR8,Mediterranee ,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,34.5,32.26,34.84,32.81,32.05,35.0,39.0,38.1,38.6,40.9,40.8,39.5,42.2,42.9,43.1,45.3,47.0,48.2,47.7,45.6,47.5,44.2
1552,M,TOTAL,FR,FR8,Mediterranee ,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,35.63,42.26,27.32,42.4,39.5,39.3,39.2,31.6,41.6,45.0,44.4,48.8,52.6,54.2,56.7,44.6,59.4,62.3,59.9,59.1,55.1,59.2
1553,M,TOTAL,,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,,,,35.77,34.29,49.0,43.8,41.9,42.8,44.8,40.7,39.0,33.9,40.8,42.0,,,,,,,
1554,M,TOTAL,,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,,,,25.86,50.07,41.9,50.9,46.7,49.3,42.6,41.0,55.8,48.9,45.2,41.6,,,,,,,
1555,M,TOTAL,,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,,,,23.15,9.27,18.3,17.8,18.2,11.2,15.4,17.9,15.3,12.7,15.5,11.6,,,,,,,
1556,M,TOTAL,,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I_OTH,Autres maladies de l'appareil circulatoire ,,,,19.76,20.88,26.3,23.9,28.9,25.7,28.8,31.2,24.1,23.9,25.8,28.6,,,,,,,
1557,M,TOTAL,FR,FR1,ile de France,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.98,0.31,0.52,0.45,0.47,0.1,0.5,0.2,0.1,0.1,0.4,0.1,0.2,0.3,0.2,0.7,0.5,0.6,0.5,0.7,0.2,0.1
1558,M,TOTAL,FR,FR2,Bassin Parisien ,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.07,1.07,0.61,0.46,0.46,,0.8,0.3,0.3,,1.2,,0.5,0.5,,1.8,1.4,1.1,1.8,0.9,0.9,0.5
1559,M,TOTAL,FR,FR2,Bassin Parisien ,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.38,0.74,0.53,0.75,0.43,0.1,0.6,0.1,0.1,,0.2,,0.4,0.5,0.1,2.5,0.7,0.9,1.2,1.3,0.2,0.2
1560,M,TOTAL,FR,FR2,Bassin Parisien ,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.55,0.45,0.78,0.34,0.67,0.2,0.8,0.1,0.3,0.1,0.8,0.2,0.8,0.2,,1.7,1.3,1.4,0.7,0.9,0.2,0.5
1561,M,TOTAL,FR,FR2,Bassin Parisien ,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,2.71,0.56,0.64,0.88,0.56,0.2,0.1,0.1,0.2,0.6,0.7,0.1,1.2,0.7,0.7,1.8,1.6,2.0,1.0,1.4,0.8,0.1
1562,M,TOTAL,FR,FR2,Bassin Parisien ,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,2.37,0.28,0.42,0.28,,,1.3,0.3,0.4,,0.7,0.3,0.4,0.9,0.1,1.2,1.0,2.5,1.3,0.7,0.9,0.4
1563,M,TOTAL,FR,FR2,Bassin Parisien ,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,3.89,0.63,1.01,1.26,0.63,0.1,1.1,0.3,0.4,0.1,0.9,,0.5,1.4,0.6,3.4,2.3,3.1,2.2,2.8,0.9,0.3
1564,M,TOTAL,FR,FR3,Nord - Pas-de-Calais ,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.46,0.46,0.76,0.46,0.46,0.3,0.6,0.3,0.5,0.3,0.6,,0.7,0.5,0.4,2.8,0.8,0.9,1.1,0.9,1.1,0.3
1565,M,TOTAL,FR,FR4,Est  ,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,2.98,0.35,1.48,0.52,0.61,0.3,0.3,0.2,0.3,0.1,1.8,0.4,0.5,0.4,0.4,1.8,1.9,2.2,1.2,1.1,0.7,0.2
1566,M,TOTAL,FR,FR4,Est  ,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,2.5,0.11,1.1,0.88,0.66,0.2,0.8,0.1,0.3,0.1,0.7,0.2,0.5,0.2,0.1,1.4,1.5,0.9,1.1,1.2,1.6,0.5
1567,M,TOTAL,FR,FR4,Est  ,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.55,0.17,0.86,0.17,0.35,0.3,1.0,0.2,,0.4,1.8,0.2,0.7,0.9,0.2,2.0,2.5,1.6,0.7,2.6,1.8,0.9
1568,M,TOTAL,FR,FR5,Ouest  ,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,2.09,0.44,0.78,0.68,0.62,0.1,0.5,0.2,0.2,0.2,1.1,,0.6,1.0,0.1,1.3,1.9,1.7,1.5,1.0,0.9,0.3
1569,M,TOTAL,FR,FR5,Ouest  ,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,4.11,0.69,1.26,0.57,0.38,0.2,1.4,0.2,0.6,0.2,1.4,0.1,1.2,0.3,0.1,2.3,1.3,2.0,1.4,0.9,1.5,0.1
1570,M,TOTAL,FR,FR5,Ouest  ,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,3.32,0.8,1.84,1.27,0.7,0.3,0.4,0.2,0.2,,2.4,0.2,1.1,0.6,0.1,2.9,1.7,2.9,1.4,0.9,1.9,0.3
1571,M,TOTAL,FR,FR6,Sud-Ouest  ,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.96,0.37,0.88,1.39,0.32,0.3,0.5,0.1,0.1,0.1,1.9,0.3,0.4,0.5,0.1,1.9,1.6,3.0,1.2,0.9,0.7,0.2
1572,M,TOTAL,FR,FR6,Sud-Ouest  ,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.7,0.41,0.62,1.54,0.85,0.4,0.4,0.6,0.4,0.1,1.7,0.3,1.1,0.9,0.4,3.0,3.4,4.2,1.2,2.0,1.1,1.1
1573,M,TOTAL,FR,FR6,Sud-Ouest  ,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,3.38,0.28,1.69,0.84,1.12,,1.4,1.1,0.8,,2.8,,1.7,0.6,0.3,2.3,2.3,4.9,1.5,2.6,1.7,0.3
1574,M,TOTAL,FR,FR7,Centre-Est  ,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,2.66,0.73,1.28,1.61,0.52,0.2,0.9,0.3,0.1,0.2,1.6,0.3,0.4,1.0,0.1,2.9,3.1,3.6,1.3,2.9,0.8,0.6
1575,M,TOTAL,FR,FR7,Centre-Est  ,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.96,0.76,0.91,1.67,0.46,,1.8,0.5,1.2,,3.1,0.5,0.8,1.9,0.2,4.1,2.0,9.3,1.7,3.3,1.4,1.9
1576,M,TOTAL,FR,FR8,Mediterranee ,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,2.39,0.68,0.76,1.54,0.7,0.4,0.3,0.4,0.6,0.3,2.0,0.3,1.0,1.4,0.7,4.4,5.1,3.3,0.8,2.0,0.6,0.8
1577,M,TOTAL,FR,FR8,Mediterranee ,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,3.45,0.84,1.31,1.35,0.47,0.2,0.8,0.2,0.3,0.0,1.3,0.1,0.5,0.9,0.3,2.2,2.7,2.4,0.5,1.1,0.8,0.4
1578,M,TOTAL,FR,FR8,Mediterranee ,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,1.88,1.26,0.64,,0.65,,,,0.7,,4.2,0.7,,1.5,0.8,1.5,3.1,0.8,1.6,1.6,0.8,
1579,M,TOTAL,,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,,,,0.49,0.48,,1.9,,1.4,,1.4,0.5,1.0,1.5,1.5,,,,,,,
1580,M,TOTAL,,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,,,,2.25,1.67,1.1,1.1,0.5,,0.5,1.6,,0.5,3.3,1.6,,,,,,,
1581,M,TOTAL,,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,,,,0.83,,,0.9,,,,,,,2.2,,,,,,,,
1582,M,TOTAL,,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J09-J11,Grippe ,,,,1.48,0.99,1.0,2.3,1.3,1.0,0.8,0.5,0.8,2.7,2.5,0.6,,,,,,,
1583,M,TOTAL,FR,FR1,ile de France,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,12.37,11.32,11.56,12.8,11.24,12.1,12.7,12.8,11.6,11.4,12.4,10.8,14.2,14.9,13.8,13.4,19.9,18.5,21.3,21.3,19.4,16.9
1584,M,TOTAL,FR,FR2,Bassin Parisien ,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,23.92,17.32,17.49,17.33,17.96,17.2,20.1,16.6,16.4,15.6,18.9,14.9,22.0,19.7,17.9,21.2,32.1,26.3,27.7,25.3,27.1,27.3
1585,M,TOTAL,FR,FR2,Bassin Parisien ,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,23.63,20.57,21.69,19.7,18.44,17.7,18.0,17.4,21.2,14.8,16.8,18.2,19.2,17.3,16.0,19.1,25.5,27.2,32.0,28.7,26.4,25.1
1586,M,TOTAL,FR,FR2,Bassin Parisien ,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,17.1,13.03,15.76,14.11,15.27,14.2,17.8,16.3,16.4,15.9,13.3,11.7,17.0,13.6,14.0,16.3,23.5,19.9,26.1,24.8,21.0,19.5
1587,M,TOTAL,FR,FR2,Bassin Parisien ,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,23.2,16.29,20.32,18.53,15.2,17.5,17.3,16.2,17.6,15.0,16.8,14.5,17.9,16.8,16.5,16.9,27.9,24.8,30.3,27.6,28.2,24.8
1588,M,TOTAL,FR,FR2,Bassin Parisien ,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,21.88,18.26,21.36,19.56,17.61,15.9,20.8,19.4,16.9,16.1,15.3,15.7,17.3,19.5,17.2,17.1,23.1,24.2,27.7,23.5,26.8,22.6
1589,M,TOTAL,FR,FR2,Bassin Parisien ,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,21.86,19.47,28.44,23.27,17.47,23.1,22.4,18.3,20.6,13.7,18.9,16.0,20.4,22.9,20.8,23.0,31.3,26.4,29.9,32.6,32.0,27.4
1590,M,TOTAL,FR,FR3,Nord - Pas-de-Calais ,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,20.39,16.78,19.07,18.74,17.4,19.2,18.0,19.7,18.0,17.2,16.9,16.4,17.9,20.0,16.4,19.0,30.1,27.2,31.5,30.7,26.1,25.4
1591,M,TOTAL,FR,FR4,Est  ,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,24.64,20.57,20.25,20.77,17.44,19.3,18.2,21.6,17.7,17.8,17.9,14.4,17.6,16.2,14.1,16.0,28.5,28.8,28.2,31.0,24.1,23.1
1592,M,TOTAL,FR,FR4,Est  ,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,17.86,15.17,16.24,15.84,13.9,15.2,16.1,12.1,12.4,14.8,15.5,12.0,17.2,15.2,15.0,15.4,27.2,27.3,36.5,29.0,26.0,27.3
1593,M,TOTAL,FR,FR4,Est  ,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,22.78,19.85,18.32,15.4,18.01,22.0,17.0,15.9,16.3,18.7,20.0,19.2,20.0,19.7,18.2,16.8,29.6,26.7,37.7,31.9,33.0,29.8
1594,M,TOTAL,FR,FR5,Ouest  ,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,17.49,13.85,15.8,16.72,14.87,13.0,15.9,13.4,14.2,13.3,15.8,15.0,16.2,12.6,14.4,15.8,22.6,22.5,24.2,24.6,24.2,21.2
1595,M,TOTAL,FR,FR5,Ouest  ,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,20.23,18.28,18.77,17.24,17.34,16.9,18.2,19.1,16.0,14.5,17.8,14.6,18.1,15.9,16.3,19.2,26.4,22.8,33.5,31.5,26.9,24.0
1596,M,TOTAL,FR,FR5,Ouest  ,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,J,Maladies de l'appareil respiratoire ,J12-J18,Pneumonie,21.26,14.8,22.34,20.8,20.99,18.5,22.2,16.9,20.3,16.1,20.7,15.6,21.5,19.2,20.7,20.5,29.5,29.1,29.8,31.9,31.2,29.4
